Job_offer,Label
"Cliente finale ricerca sviluppatori, dai 3 ai 6 anni di esperienza, per le sedi di Milano e Cagliari., Si verrà inseriti in un team coeso e professionale in un ambiente tranquillo e stimolante.",Web Developer
"Le risorse saranno inserite in un contesto altamente stimolante, all'interno di un team di sviluppatori esperti e si occuperanno di attività di analisi, progettazione, programmazione, manutenzione e gestione di applicazioni desktop e server.",Java Developer
(basato sul costruttore) JPA e HIBERNATE per la persistenza con SQL db Junit e Mockito per unit test Front-END React.js React redux e React router Angular,Java Developer
"Configurazione, gestione e manutenzione di sistemi IBM i

   - Conoscenze di sistemi POWER basati su VIOS ed LPAR: gestione delle console HMC

   - Installazione Sistema Operativo (da V7R3) e gestione PTF

   - Gestione Backup: conoscenze di BRMS e appliance VTL - DSI

   - Conoscenze delle architetture in alta affidabilità e DR basate su PowerHA, Metro Global Mirror e MIMIX, Strumenti di AUDIT: ENFORCIVE - CILASOFT

   - Analisi Performance: conoscenze di LPAR2RRD

   - Troubleshooting e gestione chiamate di supporto ad IBM",System Analyst
"Per dinamica realt&#224; operante nel settore del Fashion Industry ricerchiamo uno/una<br><br>Network &amp; Server Administrator<br><br>Sede di lavoro<br><br>Provincia di Napoli<br><br>Job Profile<br><br>Gestire e amministrare l&#8217;infrastruttura di rete aziendale al fine di garantirne lo stato dell&#8217;arte a supporto delle strategie del business aziendale<br><br>Requisiti richiesti:<br><br>&#183; Laurea ad indirizzo tecnico informatico<br><br>&#183; Esperienza di almeno 5 anni nel medesimo ruolo<br><br>&#183; Buona conoscenza della lingua Inglese.<br><br>&#183; Conoscenza in ambito Networking (switch, router, balancer) e dei sui Protocolli (TCP, NFS, CIFS, etc);<br><br>&#183; Padronanza dei concetti relativi alle reti dati;<br><br>&#183; Padronanza dei Servizi di rete quali DNS, DHCP e Active Directory;<br><br>&#183; Padronanza di tecniche di accesso remoto (vpn, ssh, vnc, rdp);<br><br>&#183; Conoscenza su funzionalit&#224;, architettura, tecnologia, processi informativi caratteristici delle infrastrutture informatiche<br><br>&#183; Conoscenza in ambito Security (Firewall, VPN, etc);<br><br>&#183; Conoscenza di base delle tecniche di monitoring di sistemi e servizi;<br><br>&#183; Capacit&#224; di analisi delle performance di rete, settaggio e troubleshooting<br><br>&#183; Capacit&#224; di gestione delle attivit&#224; di IMAC (Install Move Add Change) delegate ai fornitori di servizi monitorandone la corretta esecuzione in sicurezza e in coerenza con gli SLA e KPI concordati<br><br>Soft skills richieste:<br><br>&#183; Capacit&#224; di analisi, approccio analitico, gestione progetti, gestione risorse, problem solving, orientamento al risultato, team working, buone doti comunicative, relazionali, di negoziazione, flessibilit&#224; dinamicit&#224;, spirito d&#8217;iniziativa, innovazione, proattivit&#224;<br><br>Allegare il Curriculum Vitae al seguente indirizzo email: # dati personali saranno trattati in conformit&#224; alle disposizioni contenute nel regolamento UE 2016/679.<br><br>Tipo di impiego<br><br>A tempo pieno<br><br>",System Analyst
"Experis is a 360 IT Provider: IT Consulting and solutions, training and professional

   With over 250 consultants and a Competence Center of 60 technical engineers, we are a strategic partner for IT consulting, Vendor Consolidation processes, implementation of innovative solutions and Managed Services.
   Our Consultants are able to design software architectures and manage cloud / on premise infrastructures, implementation of Data Strategy and Solutions, Digital Transformation projects

   Your Career Provider

   With the goal of expanding our team of consultants, we are looking for

   Full Stack .NET Developer

   This is an exciting opportunity to work for a dynamic and fast paced consultancy business, designed to offer a top of the range service to clients. This is a role perfect for someone looking for a job where no day is ever the same and an environment, where you will be encouraged to learn and develop your skills in all areas. Every project had its own unique working environment so you will be able to build on experience skillset and network.

   This role will be involved in building high-performing, scalable, enterprise-grade applications and with responsability in the full software development lifecycle, from concept and design to testing, Experis è una compagnia eticamente responsabile. Il servizio è gratuito. I candidati ambosessi (L.903/77 - D.Lgs. n.198/2006) sono invitati a leggere l'informativa Privacy su www.experis.it Aut. Min. Prot. N. 1116 - SG - del 26/11/04.
   Il titolare della registrazione e/o candidatura dichiara di essere a conoscenza delle sanzioni penali previste in caso di dichiarazioni mendaci o contenenti dati non più rispondenti a verità come previsto dal D.P.R. nº445 del 28.12.2000

Full Stack .NET Developer",Web Developer
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione.",Web Developer
Il candidato ideale si occuperà di:- Sviluppo software seguendo le specifiche che gli verranno affidate dal team. Verrà introdotto inoltre in un percorso di formazione.- Affiancamento nella realizzazione progettuale- Risoluzione bug,Software Engineer
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione. L'offerta di lavoro si intende rivolta all'uno e all'altro sesso in ottemperanza al D.Lgs. 198/2006. I candidati sono invitati a leggere l'informativa privacy - Regolamento (UE) 2016/679",Web Developer
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione. L'offerta di lavoro si intende rivolta all'uno e all'altro sesso in ottemperanza al D.Lgs. 198/2006. I candidati sono invitati a leggere l'informativa privacy - Regolamento (UE) 2016/679",Web Developer
"Il profilo, con riporto alla Direzione dell'Ufficio Software, si occuperà dello sviluppo del software di gestione degli impianti.",Software Engineer
"IL RUOLO: all'interno del team di riferimento, la risorsa si occuperà di raccogliere le esigenze del cliente, dello sviluppo dei software e della loro validazione. Nello specifico il mansionario comprenderà sviluppo software, database architecture, database administration.",Programmer
"La figura scelta sarà affiancata da un nostro senior account e durante il proprio percorso lavorativo potrà contare sulla costante collaborazione di un copywriter e di un web designer, che lo supporteranno nel processo di sviluppo degli elaborati.
   Inizialmente la risorsa verrà coinvolta nella creazione del portale web di un'azienda del gruppo, su un progetto stimolante e formativo.
   Nella seconda parte del percorso, la risorsa affiancherà il team di sviluppo nella realizzazione di portali web e della manutenzione / update di quelli già online. In particolare, potrà fare esperienza e lavorare su progetti in ambito configuratori online, food delivery, automotive, commerce B2B, DAM, collaborando con i designer interni a creare un'esperienza di navigazione efficace e intuitiva.",Web Developer
"La risorsa sarà inserita all'interno del team IT della società ed affiancherà direttamente il Team Leader nella realizzazione di software gestionali, CRM, E-commerce e Web App, occupandosi di analisi, sviluppo, manutenzione ed evoluzione di software ed applicativi e di supporto al coordinamento del team.",Web Developer
"La figura sarà inserita nel team di prodotto e sarà di supporto alla progettazione e sviluppo delle componenti di Back end e Front end dell'applicazione della società. Avrà pertanto modo di collaborare strettamente con il Product Manager e l'intero team di prodotto in un contesto caratterizzato dalla metodologia agile.
   L'attività prevede l'utilizzo dei seguenti strumenti: SQL Server, .NET Core 3.1/.NET5, ASP.NET Core MVC, C# e Visual Studio 2019, Angular 8, Typescript, HTML e CSS. Avrai l'opportunità di valutare l'adozione di Blazor come soluzione di front end., Creazione e gestione delle strutture dati necessarie su database relazionale;
   - Sviluppo delle logiche applicative e delle API necessarie;
   - Sviluppo delle interfacce grafiche web responsive;
   - Identificazione e proposta al team di lavoro di nuove scelte e soluzioni architetturali e di design del codice atte a migliorare costantemente il prodotto.",Web Developer
"Il processo di miglioramento continuo costituisce l'elemento fondamentale per raggiungere l'eccellenza, per questo ha adottato un Sistema di Gestione Integrato di Gruppo (SGIG) per la Gestione della Qualità (SGQ), dell'Ambiente (SGA), della Sicurezza dell'informazione (SGSI) e della gestione dei Servizi (SGS).",Java Developer
La risorsa avrà il compito di sviluppare progetti e personalizzazioni rispondendo all'esigenza della clientela.,Programmer
"Il profilo individuato, inserito nel Reparto IT, riporterà direttamente al Responsabile Area IT e si svolgerà le seguenti mansioni:
     * Gestione ambienti Windows server 2019;
     * Gestione sistemi di virtualizzazione HYPER-V;
     * Gestione di Active Directory in particolare Policy utenti e struttura terminal server come Microsoft RDS;
     * Gestione sistemi Switch Cluster HP;
     * Gestione sistemi Cloud come Azure e AWS;
     * Gestione sistemi Firewall come Fortigate - Warchguard.",System Analyst
La risorsa verrà inserita in un ambiente stimolante e dinamico e farà parte di un team di sviluppo esistente.,Web Developer
Programmatore Senior con esperienza di almeno 5 Anni nello sviluppo web.,Programmer
Siamo alla ricerca di due risorse che ricoprano la posizione disviluppatori di microservizi web e/o mobile.,Programmer
"Itconsulting ricerca Sviluppatori Full Stack con competenze sia in ambito Back End che Front End. Vogliamo entrare in contatto con developer che abbiamo una seniority dai 3 ai 5 anni. Le risorse verranno inserite in progetti altamente innovativi e stimolanti, dove ognuno avrà la possibilità di usare le tecnologie più all'avanguardia potenziando sempre più il proprio background tecnologico.

   Inizialmente l'attività sarà svolta da remoto, vista l'attuale situazione sanitaria, ma poi successivamente la sede sarà Napoli.",Java Developer
"· Analisi, progettazione e sviluppo di funzionalità

   · Redazione di analisi tecniche e preliminari in cooperazione con l'intero team

   · Sviluppo in ambiente Web tramite .NET Core, Angular, Microsoft SQL Server",Software Engineer
"In Avanade stiamo espandendo l'area di DevOPS Application che racchiude professionisti che si distinguono dagli altri della Community di Software Engineering poiché il loro contributo consiste nell'introduzione di processi, strumenti e metodologie che soddisfino end-to-end il ciclo di vita di un applicativo, dal coding al deployment, dalla manutenzione agli aggiornamenti. Per questo, desideriamo incontrare professionisti che abbiano maturato esperienza su ruoli di DevOPS Engineers, su soluzioni Azure based. I candidati verranno inseriti su progetti di respiro internazionale per nostri clienti su Milano e Roma. Questa è la tua occasione se hai: * almeno 1/2 anni di esperienza su sviluppo di applicazioni cloud, su piattaforma Azure DevOPS; * ottima esperienza sulla programmazione ad oggetti (linguaggio c#); * ottima esperienza sul framework .net; * buona esperienza di sviluppo su soluzioni basate su Microsoft Azure con architettura a microservizi; * buona esperienza nella
   configurazione e gestione delle pipeline di Continuous Integration (CI) e Continuous Delivey (CD) * buona conoscenza ed esperienza su database relazionali (SQL Server, MySQL); Per via del contesto internazionale saranno, inoltre, importanti: * padronanza della lingua inglese scritta e parlata; * grande attitudine al lavoro in team; L'aver maturato esperienza lavorativa con metodologia Scrum/Agile rappresenta un requisito preferenziale. Curiamo molto la crescita individuale delle nostre persone, per questo offriamo percorsi specifici, definiti col supporto di Career Advisor e supportati da una continua formazione, anche grazie alle partnership privilegiate con Microsoft. Se vuoi crescere e sviluppare il tuo potenziale ed essere protagonista nella definizione di soluzioni innovative, click below and don't forget to apply!

   Employment Transparency Avanade® Is An Equal Opportunity Employer. Avanade prohibits discrimination and harassment against any employee or applicant for employment because of race, color, age, religion, sex, national origin, gender identity or expression, sexual orientation, disability, veteran, military or marital status, genetic information or any other protected status.

   The EEO is the Law poster is available here

   and poster supplement is available here

   The Pay Transparency Policy is available here

   Avanade is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation due to a disability for any part of the employment process, please send an e-mail to Avanade at careers@avanade.com or call (206) 239-5610 and let us know the nature of your request and your contact information.",Software Engineer
"ADSE Consulting, società di sviluppo software professionali ricerca: - 1 Programmatore Junior con conoscenze: Javascript/Jquery Ajax , PHP, MySql L'azienda opera nel territorio nazionale con clienti prestigiosi a cui offre soluzioni avanzate e app per le principali piattaforme. Le figure ricercate saranno formate dall'azienda con assegnazione di progetti a difficoltà crescente compatibili con le competenze acquisite. Le richiediamo di scrivere nel testo del messaggio per cui si candida, una breve presentazione. ATTENZIONE!!! I messaggi inviati senza nessuna presentazione saranno CESTINATI immediatamente. L'azienda, la cui sede è Sestu offre iniziali contratti a tempo determinato e successivo tempo indeterminato.",Programmer
Il candidato ideale è desideroso di mettersi alla prova e di far parte di una realtà d'eccellenza e in continua crescita.,System Analyst
"La risorsa, inserita in un team strutturato si occuperà di sviluppo software in PHP",Web Developer
"ARGO LOGICA, società di informatica, fornisce consulenza in termini di progettazione, analisi, sviluppo, e gestione di applicazioni nelle diverse aree dell'Information Technology : Sistemi ERP, in modo particolare nell'area SAP, system integration, business intelligence, data warehouse e web applications.

   Nell'ottica di un ulteriore sviluppo siamo alla ricerca di 1 Sistemista Linux Lamp",System Analyst
"Gruppo di Aziende cercano su Roma, per gestione dei propri progetti, dei Full-Stack developer in campo Web, Mobile/Smartphone e Cloud che abbiano le seguenti competenze: - Visual Studio Code, Webstorm, Eclipse - Angular, HTML5, CSS3, Bootstrap, Javascript - J2EE - MySQL - Apache Tomcat Contratto di lavoro: Tempo pieno, Tempo indeterminato oppure Partita IVA. Stipendio: Fino a €45.000,00 lordi all'anno in base alle proprie capacità e competenze., MEWARE, azienda di progettazione e realizzazione di soluzioni informatiche, ricerca per le sue attività a Roma: Senior Full-Stack Developer Il candidato ideale è laureato in Informatica/Ingegneria Informatica (o cultura equivalente) ed ha unâ€â,,¢esperienza consolidata nella gestione di un team. Requisiti: Backend: - Ottima conoscenza di PHP (4.0 - 7.2) - Buona conoscenza del framework Symfony, Laravel o Zend; - Ottima conoscenza di MySql - Gradita esperienza di programmazione in Java. - Buona conoscenza di Tomcat, Jboss; - Conoscenza di GIT Front end: - Ottima conoscenza di Angular versione (5 -7); - Ottima conoscenza di Bootstrap versione (3-4); - Buona conoscenza di Responsive Design - Buona conoscenza di Javascript - Buona conoscenza di CSS Inviare il proprio curriculum vitae e l'autorizzazione al trattamento dei dati personali (L.196/03) con il riferimento indicato. La ricerca è rivolta a persone di entrambi i sessi
   (L.903/77)
   Contatta l'utente
   Contatta l'utente

Web designer - front end developer

   Giovane diplomato cerca lavoro in azienda con contratto, no collaborazioni. Ho appena terminato un master in web marketing web e graphic design finito questo corso ho approfondito le mie conoscente tramite un corso di coding a bari trattando principalmente html5, css3, javascript, bootstrap, php laravel e mysql.
   Contatta l'utente
   Contatta l'utente, DIGITAL AGE SRL ricerca un Java Developer da inserire in un team di sviluppo di un suo Cliente, fornitore di soluzioni software. Il lavoro può essere svolto da remoto, si richiede una comunicazione costante con gli altri componenti dello staff e il rispettato delle scadenze e dei rilasci che saranno stabiliti. Requisiti fondamentali: â€¢ Esperienza minima di 2 anni come sviluppatore back end â€¢ Conoscenza della programmazione ad oggetti â€¢ Realizzazione di web application JAVA 8 o successivo (preferibile v. 11) â€¢ Utilizzo dei proncipale framework Spring e Hibernate â€¢ Conoscenza dei linguaggi per il web JavaScript, CSS, HTML, Bootstrap, etc. â€¢ Strumenti di SCM, in particolare Git â€¢ Conoscenza delle base dati e SQL standard â€¢ Esperienza con i test automatizzati in Java(Junit) â€¢ Duttilità nel passare rapidamente tra differenti tasks e contesti di progetto â€¢ Duttilità nellâ€(TM)utilizzo e nella redazione della documentazione tecnica in",Java Developer
"analisi e implementazione dei requisiti, refactoring, debugging

   -sviluppo di app web in PHP

   -sviluppo web service SOAP e Restful",Web Developer
"* Evolutive sui sistemi informatici vigenti
     * Partecipazione a nuovi progetti di implementazione software
     * Attività di manutenzione software (evolutive comunque primarie) sui sistemi informatici vigenti",Web Developer
"Humangest, Agenzia per il Lavoro, sta organizzando un Corso di Formazione Professionale Java rivolto ai giovani diplomati o Laureati informatici con voglia di crescere e sviluppare nuove competenze del mondo del digitale.
   Obiettivi della formazione:
   - fornire le nozioni base delle tematiche interessate;
   - approfondire le nozioni acquisite mediante esempi pratici e best practices.
   Ogni argomento è strutturato da una parte introduttiva seguita dalla naturale evoluzione dei temi illustrati.
   Il corso è formato da fasi di approfondimento sequenziali.
   Alla fine di ogni sessione sarà resa disponibile la documentazione tramite una cartella condivisa (in cloud).
   La formazione sarà integrata da test intermedi per verificare l¿effettivo apprendimento degli argomenti trattati.
   Il corso sarà completato da una sezione aggiuntiva che interesserà un ipotetico scenario di integrazione delle tematiche esaminate durante il corso.
   Il corso avrà la finalità di ampliare le conoscenze dei partecipanti per agevolare l'inserimento nei contesti lavorativi, con possibilità di assunzione al termine del corso",Java Developer
"La risorsa si occuperà di programmazione Object Oriented ed è richiesta la conoscenza di uno dei seguenti linguaggi: Delphi, C++, QT, QML.",Programmer
"EC CONSULTING, società con oltre 20 anni di esperienza nella vendita di servizi informatici, ricerca per progetti sui propri clienti un analista/programmatore con 5/6 anni di esperienza.",Java Developer
"La risorsa, inserita all'interno del gruppo di gestione delle Infrastrutture IT, nella Business Unit ""Digital Cloud"", un team specializzato nella gestione del Networking, opererà sotto il coordinamento del responsabile Networking Operations e si occuperà in particolare della gestione delle infrastrutture di rete a servizio dei data centers aziendali e di eseguire la delivery di sistemi e soluzioni per i clienti, principalmente in modalità ibrida Private e Public Cloud.",System Analyst
"Solving Team, IT Company che opera nel settore della Pubblica Amministrazione Centrale e Locale, specializzata nella progettazione e sviluppo software e composta da una struttura di professionisti altamente qualificati, sta cercando un Java Full Stack Developer da inserire all'interno di un importante Ente Pubblico.",Java Developer
1 J2EE Designer & Developer Senior,Java Developer
"Inserita nel team IT, la risorsa si occuperà di sviluppare applicativi molto complessi per gestire sia le attività interne al gruppo sia per supportare e migliorare le attività dei propri clienti.

   Siamo pertanto alla ricerca di un appassionato/a di sviluppo software che ama risolvere problemi e proporre soluzioni sempre nuove.

   La possibilità di lavorare all'interno di un team tecnico strutturato e ben articolato unito ad un percorso di crescita professionale interna, sono solo alcuni elementi di spicco di questa importante opportunità professionale.",Java Developer
"IL RUOLO: all'interno del team di riferimento, la risorsa si occuperà di raccogliere le esigenze del cliente, dello sviluppo dei software e della loro validazione. Nello specifico il mansionario comprenderà sviluppo software, database architecture, database administration.",Programmer
"Per attività presso una società di Milano, solida realtà nel settore Industria 4.0, vorremmo incontrare giovani di talento, interessati a mansioni da Java Back End Developer.

   Le risorse selezionate, collocate nel team di sviluppo del cliente, si occuperanno del design e dell'implementazione di servizi web e di applicazioni, usate in ambito IoT. Dovranno curare in particolare una continua ottimizzazione delle prestazioni e della scalabilità del sistema.",Java Developer
"Quanta SpA, in collaborazione con BC Soft srl, è alla ricerca di reclute per un corso di formazione-lavoro mirato a formare la figura professionale di Programmatore JAVA.
   Il progetto, completamente gratuito, si svolge tramite lezioni erogate in modalità da remota, per una durata di 160 ore, dal lunedì al venerdì dalle ore 9:00 alle 18:00, con una pausa prevista dalle ore 13:00 alle 14:00 ed altre due pause di 15:00 minuti previste al mattino ed al pomeriggio., * Introduzione a Java
   * Componenti fondamentali di un programma Java
   * Stile di codifica, tipi di dati ed array
   * Operatori e Gestione del flusso di esecuzione
   * Object Orientation
   * Java Collection Framework
   * Generici
   * Programmazione multithread
   * Applicazioni Basic Mule
   * Sviluppo e gestione di API
   * Scrivere Dataweave Expression
   * Connettori
   * Gestione degli errori
   * PostgreSQL
   * Heroku Data Service",Java Developer
"Siamo alla ricerca di giovani programmatori da inserire in un contesto fortemente dinamico, con cui costruire un percorso di crescita interno.",Programmer
"NTT DATA ricerca un Back End Java Developer da inserire all'interno dell'area Solution Services di NTT DATA, in particolare nel gruppo che si occupa dell'implementazione di soluzioni per l'evoluzione e trasformazione dei canali digitali per i nostri clienti.

   La persona opererà all'interno del team di sviluppo con competenze Java e lavorerà in contesti multidisciplinari, interagendo con altri team all'interno dell'azienda",Programmer
"Eccellenza, qualità, entusiasmo e dinamismo sono valori che caratterizzano il nostro lavoro quotidiano ci permettono di raggiungere obiettivi sfidanti ed essere presenti con i nostri servizi su tutto il territorio nazionale attraverso le nostre di sedi di Roma, Milano, Napoli e Terni.

   Chi sceglierà di entrare a far parte della nostra azienda intraprenderà un percorso professionale e di formazione teso a valorizzare le competenze acquisite, coerentemente con la domanda di mercato ed il business di riferimento.

   Siamo alla costante ricerca di persone motivate, appassionate ed interessate a far parte di un gruppo dove ognuno potrà contribuire attivamente al raggiungimento degli obiettivi aziendali.

   Siamo alla ricerca un Sistemista Windows Senior che avrà l'opportunità di partecipare ad un grande progetto con lunga visibilità per un nostro strategico cliente.

   Il candidato sarà inserito nel team di Operations del nostro cliente e dovrà avere effettive ed elevate competenze nella gestione di sistemi Windows.",System Analyst
"Siamo urgentemente alla ricerca di uno SVILUPPATORE FULLSTACK con un forte background tecnico che sarà responsabile dello sviluppo di componenti sia front-end che back-end di applicazioni web, inclusi modelli di database e API, assicurerà la reattività delle applicazioni e l'ottimizzazione multipiattaforma, garantendo sicurezza e protezione dei dati e integrità, tra gli altri doveri.",Web Developer
